City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
698,Port-Gentil,GA,-0.7193,8.7815,74.16,81,100,10.49,overcast clouds
699,Havelock,US,34.8791,-76.9013,78.75,80,0,5.93,clear sky
700,Dehloran,IR,32.6941,47.2679,96.93,19,0,5.59,clear sky
701,Khani,GE,41.9563,42.9566,60.37,91,81,2.8,broken clouds
702,San Cristobal,VE,7.7669,-72.225,66.47,99,76,3.11,broken clouds
703,Kangaba,ML,11.9333,-8.4167,70.86,98,100,5.17,light rain
704,Sarankhola,BD,22.3082,89.7897,82.09,88,100,11.39,moderate rain
705,Dokka,NO,60.84,10.0618,60.42,89,43,2.44,scattered clouds
706,Shangzhi,CN,45.2167,127.9667,88.83,50,57,6.82,broken clouds
707,Giyani,ZA,-23.3025,30.7187,44.22,74,0,4.09,clear sky
708,La Romana,DO,18.4273,-68.9728,82.13,100,75,0.0,broken clouds
709,Olga,RU,43.7444,135.2892,85.96,63,30,6.91,scattered clouds
710,Obo,CF,5.3998,26.4869,67.19,97,99,3.74,overcast clouds
711,Ambulu,ID,-8.345,113.6058,83.28,55,6,6.51,clear sky
712,Taltal,CL,-25.4,-70.4833,56.62,81,99,4.76,overcast clouds
